Address(String)	Elevator(Numerical)	AddedToSite(Date)	AmenitiesCommunity(Numerical)	Appliances(Numerical)	Beds(Numerical)	BedsOnMain(Numerical)	BedsOnUpper(Numerical)	Baths(Numerical)	Basement(Numerical)	Brokeredby(String)	Builder(String)	StoriesNum(Numerical)	CondoCoop(String)	CondoCoopFee(Numerical)	Garage(Numerical)	ElectCooling(Categorical)	CentralAC(Categorical)	ParkingInPrice(Categorical)	HOAFee(Numerical)	HouseSize(Numerical)	Lastrefreshed(Numerical)	ListingAgent(String)	LotSize(Numerical)	MLSID(Categorical)	PoolSpa(Categorical)	PostalCode(Categorical)	PriceSqFt(Numerical)	PropertyStatus(Categorical)	PropertyType(Categorical)	Status(Categorical)	Style(String)	YearBuilt(Numerical)	Price(Numerical)
"11305 Baroque Rd, Silver Spring, MD 20901"	None	9/11/2013	None	6	3	None	None	3.5	None	LONG &amp; FOSTER - Silver Spring/Burtonsville	None	None	None	None	None	1	1	1	68.96	1456	4	Jean M. Elden	1612	8179644	None	20901	234	None	2	1	None	1983	340000
"2421 Seibel Dr, Silver Spring, MD 20905"	None	6/30/2014	None	9	3	3	0	None	None	RE/MAX 2000	None	None	None	None	None	1	1	1	None	2244	21	Frances Castillo	29620.8	8391980	None	20905	154	None	1	1	None	1962	344900
"1206 Devere Dr, Silver Spring, MD 20903"	None	10/2/2014	None	8	4	3	1	2.5	None	RE/MAX REALTY SERVICES	None	None	None	None	None	1	1	None	None	1428	2	John Young &amp; The &#39;Metro DC For Sale&#39; Team	12632.4	8470874	None	20903	242	None	1	1	None	1961	344900
"12802 Crisfield Rd, Silver Spring, MD 20906"	None	8/7/2014	None	4	4	2	2	None	None	M.D. Hudson Real Estate	None	None	None	None	None	1	1	1	None	1350	7	Teresa Frizzell	6795	8425585	None	20906	256	None	1	1	None	1955	345000
"3900 Littleton St, Silver Spring, MD 20906"	None	9/3/2014	None	11	3	0	3	1.5	None	Long &amp; Foster	None	None	None	None	None	1	1	None	None	2550	21	John Sheehan	6970	8447097	None	20906	136	None	1	1	None	1957	347900
"9811 Dilston Rd, Silver Spring, MD 20903"	None	8/2/2014	None	None	5	3	2	2.5	None	RE/MAX ALLEGIANCE	None	None	None	None	None	None	1	None	None	1917	21	Ray Gernhart	5663	8421799	None	20903	182	None	1	1	None	1950	348500
"9139 September Ln, Silver Spring, MD 20901"	None	10/4/2014	None	5	3	0	3	2.5	None	"RE/MAX Realty Centre, Inc."	None	None	None	None	None	1	None	1	45	1320	0.458333333	Paula Nerret	1568	8473361	None	20901	264	None	2	1	None	1980	349000
"10423 Huntley Ave, Silver Spring, MD 20902"	None	4/24/2014	None	None	4	2	2	None	None	Keller Williams Capital Properties	None	None	None	None	None	1	1	None	None	1468	7	Betty Batty	7449	8328616	None	20902	238	None	1	1	None	1953	349000
"2114 Arcola Ave, Silver Spring, MD 20902"	None	7/27/2014	None	5	4	3	1	2.5	None	Realty Executives Leading Edge	None	None	None	None	None	1	1	1	None	1452	7	Frederick Begosh	16988.4	8416027	None	20902	240	None	1	3	None	1955	349000
"1134 Loxford Ter, Silver Spring, MD 20901"	None	8/14/2014	None	None	5	None	None	None	None	Re/Max Town Center	None	None	None	None	None	1	1	None	None	1578	30	Irma Troppman	7275	8432066	None	20901	221	None	1	1	None	1958	349000
"14942 Habersham Cir, Silver Spring, MD 20906"	None	4/22/2013	None	9	3	0	3	2.5	None	"Fairfax Realty, Inc."	None	None	None	None	1	1	1	None	59.75	1432	120	Luis Munoz	2657	8061559	None	20906	244	None	2	1	Colonial	1987	349000
"2517 Forest Glen Rd, Silver Spring, MD 20910"	None	8/28/2014	None	5	3	3	0	None	None	Nexttier Realty Llc	None	None	None	None	1	1	1	None	None	864	14	Gregory Barnes	8494	8442067	None	20910	404	None	1	1	None	1954	349000
"MLS #MC8423086 in Silver Spring, MD 20906"	None	8/4/2014	None	None	4	None	None	3.5	None	First American Real Estate	None	None	None	None	None	1	1	1	55	2290	30	Mahmood Nawaz	2047	8423086	None	20906	153	None	2	1	None	1984	349875
"3005 S Leisure World Blvd Apt 305, Silver Spring, MD 20906"	1	9/20/2014	27	12	2	2	0	None	None	Weichert Realtors - Aspen Hill / Leisure World Plaza	None	None	Turnberry Courts	650	1	1	1	1	None	1446	3	Christine Sherrod	None	8462283	None	20906	242	None	2	1	Traditional	1999	349900
"13160 Kara Ln, Silver Spring, MD 20904"	None	8/18/2014	None	7	3	0	3	3	None	"Long &amp; Foster Real Estate, Inc."	None	None	None	None	1	1	1	1	84	1584	0.25	"DAVID MAPLESDEN, The Maplesden Group"	1742	8434780	None	20904	221	None	2	None	Colonial	1985	349900
"9409 Curran Rd, Silver Spring, MD 20901"	None	8/4/2014	None	6	4	3	1	None	None	Douglas Realty Llc	None	None	None	None	None	1	1	None	None	2974	30	James Dempsey	6926	8422677	None	20901	118	None	1	3	None	1959	349900
"930 Wayne Ave Apt 908, Silver Spring, MD 20910"	1	9/5/2014	3	7	2	2	0	1.5	None	Keller Williams Capitol Prop.	None	None	Crescent Codm	446	None	1	None	1	None	963	2	VALERIE M. BLAKE	None	8449331	None	20910	363	None	2	1	None	2006	349900
"4020 Adams Dr, Silver Spring, MD 20902"	None	9/7/2014	None	None	3	3	0	None	None	"Fairfax Realty, Inc."	None	None	None	None	None	1	1	None	None	1104	14	Alfonso Flores	10454.4	8450753	None	20902	317	None	1	1	None	1960	349900
"12710 Barbara Rd, Silver Spring, MD 20906"	None	9/3/2014	None	7	3	0	3	None	None	Re/Max Metropolitan Realty	None	None	None	None	None	1	1	None	None	1070	21	Charles Wilson	7362	8446663	None	20906	327	None	1	1	None	1960	349900
"10805 Huntley Pl, Silver Spring, MD 20902"	None	9/11/2014	None	None	4	2	2	None	None	LONG &amp; FOSTER - Bethesda Avenue	None	None	None	None	None	1	1	1	None	1224	3	Kathy Whalen	8320	8454139	1	20902	286	None	1	3	None	1953	349900
"2505 Redmiles Dr, Silver Spring, MD 20905"	None	9/19/2014	None	12	4	3	1	None	None	LONG &amp; FOSTER - White Oak/Silver Spring	None	None	None	None	None	1	1	1	None	1287	1	Jim &amp; Amy Donley	20037.6	8461381	None	20905	272	None	1	None	None	1963	349900
"122 Lynnmoor Dr, Silver Spring, MD 20901"	None	7/25/2014	None	6	3	3	0	None	None	LONG &amp; FOSTER - Rockville/King Farm	None	None	None	None	None	1	1	None	None	1039	1	Seth Shapero	7449	8415080	None	20901	337	None	1	None	None	1950	349900
"3850 Clara Downey Ave # 24, Silver Spring, MD 20906"	None	9/18/2014	3	8	2	2	0	None	None	Keller Williams Excellence	None	None	Norbeck Crossing	319.02	None	1	1	1	49.75	1100	2	"Jay Day and The Day Home Team, LLC of Keller Williams Excellence"	None	8460035	None	20906	318	None	2	1	None	2014	349950
"2027 Forest Hill Dr, Silver Spring, MD 20903"	None	8/23/2014	None	8	4	0	4	None	None	RE/MAX Excellence Realty	None	None	None	None	1	1	1	1	None	1549	7	"Buena Dawkins-Smart, M.A"	10890	8439166	None	20903	226	None	1	3	None	1957	349950
"3535 Woodlake Dr, Silver Spring, MD 20904"	None	9/30/2014	1	8	3	0	3	3	None	Keller Williams Select Realtors	None	None	Woodlake	79.5	2	1	1	1	94	1850	3	Robert Lucido	None	8469112	None	20904	189	None	2	1	Colonial	2014	349990
"Pierce III Plan, New Home Plan by K. Hovnanian Homes"	None	8/14/2013	None	None	3	None	None	2.5	None	None	K. Hovnanian Homes	None	None	None	2	None	None	None	None	1994	7	None	None	0	None	20904	176	1	None	2	None	None	349990
"502 E Wayne Ave, Silver Spring, MD 20901"	None	6/11/2014	None	9	3	None	None	None	None	"Vision Realtors Investment Group, Ltd."	None	None	None	None	None	1	1	1	None	920	7	Song Chu	5184	8374875	None	20901	380	None	1	1	None	1943	349990
"14938 Hydrus Rd, Silver Spring, MD 20906"	None	9/3/2014	2	7	3	3	0	None	None	Long &amp; Foster	None	None	None	None	2	1	1	None	68	1643	14	Leon Team	11761.2	8446396	None	20906	213	None	1	1	Contemporary	1972	349999
"3200 N Leisure World Blvd Apt 1010, Silver Spring, MD 20906"	None	5/16/2014	11	None	3	3	0	None	None	Weichert Realtors - Potomac	None	None	Vantage Point Ea	629	None	None	1	None	None	1489	3	Ellen Sternberg	None	8350599	None	20906	235	None	2	1	None	2002	349999
"13232 Clifton Rd, Silver Spring, MD 20904"	None	8/29/2014	None	5	5	1	4	None	None	LONG &amp; FOSTER - Silver Spring/Burtonsville	None	None	None	None	1	1	1	None	None	1608	14	SUSAN &amp; DAVE SAVERCOOL	12632.4	8442931	None	20904	218	None	1	3	None	1965	350000
"1641 Hugo Cir, Silver Spring, MD 20906"	None	7/8/2014	None	None	4	None	None	3.5	None	"RE/MAX Realty Centre, Inc."	None	None	None	None	1	1	1	None	71	1596	14	Ashish &quot;bobby&quot; Mehra	3659	8398293	None	20906	219	None	2	1	Colonial	1987	350000
"2028 Seattle Ave, Silver Spring, MD 20905"	None	9/4/2014	None	7	4	0	4	2.5	None	Keller Williams Flagship of Marylan	None	None	None	None	None	None	1	1	None	1748	21	Lisa Griggs	15246	8448305	None	20905	200	None	1	1	None	1971	350000
"9216 Glenville Rd, Silver Spring, MD 20901"	None	6/21/2014	None	8	3	3	0	None	None	"Fairfax Realty, Inc."	None	None	None	None	None	1	1	None	None	1320	30	Inmar Hernandez	5097	8384345	None	20901	265	None	1	4	None	1943	350000
"208 Beaumont Rd, Silver Spring, MD 20904"	None	8/27/2014	None	None	4	0	4	2.5	None	Better Living Properties	None	None	None	None	None	1	1	1	None	1120	14	Gabe and Kathy Fontana	20037.6	8441633	None	20904	312	None	1	3	None	1965	350000
"12919 Moray Rd, Silver Spring, MD 20906"	None	6/27/2014	None	6	4	1	3	None	None	RE/MAX Realty Group	None	None	None	None	None	1	1	1	None	1680	14	Vicki Capone	6316	8390172	None	20906	208	None	1	1	None	1956	350000
"209 University Blvd W, Silver Spring, MD 20901"	None	8/4/2014	None	4	2	0	2	None	None	"Fairfax Realty, Inc."	None	None	None	None	None	None	None	1	None	1152	4	Paul Lewis	9060	8423120	None	20901	304	None	1	1	None	1934	350000
"3420 Kilkenny St, Silver Spring, MD 20904"	None	5/2/2014	None	6	4	4	0	3.5	None	Bekkam Real Estate	None	None	None	None	None	None	1	None	None	1891	7	Sambasiua Bekkam	11761.2	8335886	None	20904	185	None	1	3	None	1965	350000
"MLS #MC8386997 in Silver Spring, MD 20904"	None	6/25/2014	1	None	3	0	3	2.5	None	RE/MAX 2000	None	None	None	None	None	1	1	None	126.5	1804	7	Christopher LaRose	1655	8386997	None	20904	194	None	2	4	None	1997	350000
"12 Schindler Ct, Silver Spring, MD 20903"	None	7/10/2014	None	8	5	1	4	None	None	Re/Max Professionals	None	None	None	None	None	1	1	None	None	2204	3	Ella Murphy	11325.6	8400060	None	20903	159	None	1	3	None	1978	350000
"502 Hexton Hill Rd, Silver Spring, MD 20904"	None	9/2/2014	None	3	5	None	None	3.5	None	Coldwell Banker Residential Brokerage - Bethesda	None	None	None	None	None	1	1	1	None	2542	14	Karen Maraia	16552.8	8445712	None	20904	140	None	1	3	None	1972	354900
"2808 Ivydale St, Silver Spring, MD 20902"	None	9/12/2014	None	4	5	1	4	None	None	"W.C. &amp; A.N. Miller REALTORS, A Long &amp; Foster Co"	None	None	None	None	None	1	1	1	None	2200	14	Tamara Kucik	5619	8455252	None	20902	161	None	1	1	None	1949	354900
"127 Kinsman View Cir, Silver Spring, MD 20901"	None	8/13/2014	1	3	3	0	3	3	None	LONG &amp; FOSTER - White Oak/Silver Spring	None	None	None	None	None	1	1	1	198	1280	14	Maureen Bovich	1481	8430223	None	20901	277	None	2	3	None	1985	355000
"691 Concerto Ln, Silver Spring, MD 20901"	None	9/12/2014	None	6	3	0	3	2.5	None	Century 21 New Millennium	None	None	None	None	None	1	1	1	43	2310	14	Top Producer AWS Customer	2091	8455032	None	20901	154	None	2	1	None	1983	355000
"405 University Blvd E, Silver Spring, MD 20901"	None	5/19/2014	None	7	3	0	3	1.5	None	"Real Estate Teams, LLC"	None	None	None	None	None	1	1	1	None	1080	7	TRISH COLWELL	5358	8352575	None	20901	329	None	1	1	None	1943	355000
"12225 Berry St, Silver Spring, MD 20902"	None	10/3/2014	None	None	5	3	2	None	None	RE/MAX 2000	None	None	None	None	None	1	1	1	None	912	0.291666667	Carmen Prather	6882	8473158	None	20902	389	None	1	None	None	1954	355000
"1420 Peaceful Ln, Silver Spring, MD 20904"	None	7/11/2014	None	7	4	3	1	2.5	None	RE/MAX REALTY SERVICES	None	None	None	None	None	1	1	1	None	1176	60	Laps McCord	16988.4	8402653	None	20904	302	None	1	1	None	1965	355000
"12903 Kilgore Rd, Silver Spring, MD 20904"	None	10/1/2014	None	6	4	None	None	3.5	None	LONG &amp; FOSTER - Bethesda Avenue	None	None	None	None	2	1	1	1	None	1740	3	Ben Holmes	10890	8470258	None	20904	204	None	1	None	Colonial	1963	355000
"118 Kinsman View Cir, Silver Spring, MD 20901"	None	7/17/2014	None	7	4	None	None	3.5	None	"Duffie, Inc."	None	None	None	None	None	1	None	1	198	1452	1	John Henise	1612	8407413	None	20901	245	None	2	1	None	1985	356000
"208 Valley Brook Dr, Silver Spring, MD 20904"	None	1/31/2014	None	None	3	0	3	3.5	None	"Gould Properties, Llc"	None	None	None	None	None	1	1	1	None	1898	6	MURRAY J. GOULD	22651.2	8263957	None	20904	188	None	1	1	None	1959	356250
"MLS #MC8323241 in Silver Spring, MD 20906"	1	4/18/2014	18	10	3	3	0	2.5	None	Weichert Realtors - Aspen Hill / Leisure World Plaza	None	None	Villa Cortez Cod	720	1	1	1	1	None	1605	14	STAN MOFFSON	None	8323241	None	20906	224	None	2	1	Contemporary	1995	359000
"1202 Ednor Rd, Silver Spring, MD 20905"	None	9/15/2013	None	None	4	3	1	4.5	None	RE/MAX Premiere Selections	None	None	None	None	None	1	1	1	None	1348	60	Rumiana Chuknyiska	43124.4	8182562	1	20905	266	None	1	3	None	1946	359000
"17225 Pinebrook Dr, Silver Spring, MD 20905"	None	2/28/2014	None	None	4	0	4	3.5	None	District Realty Inc	None	None	None	None	None	1	1	None	None	2152	7	Hanna Negussie	48351.6	8280791	None	20905	167	None	1	1	None	1962	359000
"14800 Pennfield Cir Apt 301, Silver Spring, MD 20906"	1	7/8/2014	11	None	3	3	0	2.5	None	LONG &amp; FOSTER - Rockville/King Farm	None	None	Villa Cortez Cod	708	1	1	1	None	None	1587	7	Eve Marinik	None	8398301	1	20906	226	None	2	1	Spanish	1994	359000
"4306 Emden St, Silver Spring, MD 20906"	None	8/23/2014	None	7	3	0	3	1.5	None	Evergreen Properties	None	None	None	None	None	1	1	None	None	1857	21	Shirley Zhang	7492	8438814	None	20906	194	None	1	1	None	1959	359900
"12116 Lemar Ct, Silver Spring, MD 20904"	None	9/9/2014	None	9	3	0	3	None	None	LONG &amp; FOSTER - White Oak/Silver Spring	None	None	None	None	2	1	1	None	None	1611	14	Jim &amp; Amy Donley	10890	8452313	None	20904	223	None	1	3	None	1987	359900
"1900 Dennis Ave, Silver Spring, MD 20902"	None	7/20/2014	None	6	3	0	3	3.5	None	Samson Properties	None	None	None	None	None	1	1	None	193	1360	7	Mel Tulu	2309	8409862	None	20902	265	None	2	1	None	1982	359997
"14901 Flintstone Ln, Silver Spring, MD 20905"	None	12/11/2013	None	None	4	0	4	3.5	None	RE/MAX Excellence Realty	None	None	None	None	1	None	1	None	None	2549	90	Erica Romero	20473.2	8238068	None	20905	141	None	1	3	None	1969	360000
"2003 August Dr, Silver Spring, MD 20902"	None	12/9/2011	None	None	5	3	2	None	None	"Premiere Realty, Llc"	None	None	None	None	None	1	1	None	None	3063	60	Anibal Campano	6490	7738951	None	20902	118	None	1	3	None	1951	360000
"10105 Greeley Ave, Silver Spring, MD 20902"	None	2/7/2014	None	4	3	3	0	None	None	Keller Williams Preferred Properties	None	None	None	None	None	1	1	None	None	1524	60	Tyrone Whitby	6708	8268144	None	20902	237	None	1	1	None	1947	360922
"2618 Henderson Ave, Silver Spring, MD 20902"	None	9/10/2014	None	10	5	3	2	None	None	Taylor Properties	None	None	None	None	None	1	1	1	None	994	7	Thomas Egan	6882	8453135	None	20902	367	None	1	1	None	1952	364900
"811 Malcolm Dr, Silver Spring, MD 20901"	None	6/13/2014	None	7	3	0	3	2	None	LONG AND FOSTER - Bethesda Gateway	None	None	None	None	None	1	1	None	None	1664	5	Kara Chaffin	5227	8376502	None	20901	219	None	1	3	None	1948	364900
"2106 Reedie Dr, Silver Spring, MD 20902"	None	10/2/2014	None	7	3	3	0	1.5	None	LONG &amp; FOSTER - Chevy Chase	None	None	None	None	None	1	1	None	None	2050	2	Andrew Johnson	7144	8470951	None	20902	178	None	1	1	None	1954	364900
"9807 Dallas Ave, Silver Spring, MD 20901"	None	7/21/2014	None	4	4	2	2	1.5	None	Tristar Realty Inc	None	None	None	None	None	1	1	None	None	1324	1	SARA FLORES	7492	8410669	None	20901	276	None	1	1	None	1938	364999
"7923 Eastern Ave Apt 905, Silver Spring, MD 20910"	1	9/1/2014	2	9	2	2	0	None	None	Coldwell Banker Residential Brokerage - Georgetown	None	None	Aurora Codm	100.13	None	1	None	None	274.84	1082	5	"Pair, Parker &amp; Downing Group"	None	8444893	None	20910	337	None	2	1	None	2006	365000
"917 Malta Ln, Silver Spring, MD 20901"	None	9/13/2014	None	6	4	3	1	None	None	"City Properties 2, Llc"	None	None	None	None	None	1	1	None	None	1076	2	Carolyn Hurwitz	7187	8456294	None	20901	339	None	1	1	None	1959	365000
"3925 Isbell St, Silver Spring, MD 20906"	None	9/4/2014	None	6	5	2	3	None	None	McENEARNEY	None	None	None	None	None	1	1	1	None	1350	7	DAVE KOLAKOWSKI	6665	8447365	None	20906	270	None	1	3	None	1954	365000
"4424 Mahan Rd, Silver Spring, MD 20906"	None	9/30/2014	None	None	5	3	2	None	None	Best Home Realty	None	None	None	None	None	None	None	None	None	1146	2	Catherine Gibson	10454.4	8469188	None	20906	318	None	1	1	None	1946	365000
"609 Bonifant Rd, Silver Spring, MD 20905"	None	9/3/2014	None	None	4	0	4	2.5	None	LONG &amp; FOSTER - Silver Spring/Colesville	None	None	None	None	2	1	1	None	None	2822	14	Marta Granados	17424	8446330	None	20905	129	None	1	None	Colonial	1968	365000
"3707 Woodridge Ave, Silver Spring, MD 20902"	None	9/22/2014	None	10	3	3	0	None	None	LONG &amp; FOSTER - Potomac/Cabin John	None	None	None	None	None	1	1	1	None	2016	0.291666667	DIANN GOTTRON	8843	8463363	None	20902	181	None	1	1	None	1955	365900
"10609 Cavalier Dr, Silver Spring, MD 20901"	None	9/13/2014	None	None	4	3	1	None	None	Coldwell Banker Residential Brokerage - Bethesda	None	None	None	None	None	1	1	None	None	1357	5	Peggy Bresler	6490	8456066	None	20901	270	None	1	1	None	1955	367000
"3532 Woodlake Dr, Silver Spring, MD 20904"	None	9/18/2014	1	11	3	0	3	3	None	Keller Williams Select Realtors	None	None	Woodlake	79.5	2	1	1	1	94	1850	14	Robert Lucido	None	8459725	None	20904	199	None	2	1	Colonial	2014	368026
"10511 Procter St, Silver Spring, MD 20901"	None	10/2/2014	None	6	3	3	0	1.5	None	Weichert Realtors - Aspen Hill / Leisure World Plaza	None	None	None	None	None	1	1	1	None	1036	2	Eunice Phillips	6882	8471398	None	20901	356	None	1	1	None	1953	369000
"2415 Lillian Dr, Silver Spring, MD 20902"	None	9/17/2014	None	8	3	0	3	None	None	McENEARNEY	None	None	None	None	None	1	1	None	None	1596	7	Lisa LaCourse	7492	8458491	None	20902	231	None	1	1	None	1955	369000
"11449 Encore Dr, Silver Spring, MD 20901"	None	9/2/2014	None	7	4	None	None	3.5	None	Allison James Estates &amp; Homes	None	None	None	None	None	1	1	None	68.96	1480	21	Wellington Uzamere	2004	8445495	None	20901	249	None	2	1	None	1985	369000
"3709 Everton St, Silver Spring, MD 20906"	None	8/1/2014	None	7	4	2	2	None	None	RE/MAX Realty Group	None	None	None	None	None	1	1	None	None	1828	0.666666667	Shahrzad Eini	7884	8420936	None	20906	202	None	1	1	None	1952	369000
"1620 Cody Dr, Silver Spring, MD 20902"	None	8/31/2014	None	9	2	0	2	None	None	George Howard Real Estate Inc.	None	None	None	None	None	1	1	None	None	986	7	STEVE CANFIELD	6098	8444500	None	20902	374	None	1	1	None	1947	369000
"920 Malta Ln, Silver Spring, MD 20901"	None	7/24/2014	None	None	3	0	3	2.5	None	LONG AND FOSTER - Bethesda Gateway	None	None	None	None	None	1	1	1	None	1806	30	Jonathan Burton	6752	8413687	None	20901	204	None	1	1	None	1959	369000
"917 Burnt Crest Ln, Silver Spring, MD 20903"	None	9/24/2014	None	7	5	4	1	None	None	LONG &amp; FOSTER - Silver Spring/Burtonsville	None	None	None	None	None	1	1	None	None	1396	5	SUSAN &amp; DAVE SAVERCOOL	9060	8464429	None	20903	265	None	1	1	None	1963	369900
"810 Loxford Ter, Silver Spring, MD 20901"	None	9/26/2014	None	10	4	3	1	2.5	None	"The Bryan Group Real Estate, Llc"	None	None	None	None	None	1	1	1	None	1148	2	Christopher Boris	6882	8466372	None	20901	322	None	1	1	None	1963	369900
"8711 Bradford Rd, Silver Spring, MD 20901"	None	4/13/2014	None	None	4	1	3	None	None	Realty Executives Premier	None	None	None	None	None	None	1	None	None	1304	1	JOHN BURGESS	5009	8318615	None	20901	284	None	1	1	None	1944	369900
"222 Thistle Dr, Silver Spring, MD 20901"	None	9/7/2014	None	7	4	1	3	3.5	None	"Riley Residential Properties, Llc."	None	None	None	None	None	1	1	None	None	1500	21	Joseph Marks	8581	8450768	None	20901	247	None	1	1	None	1957	369900
"1213 E Randolph Rd, Silver Spring, MD 20904"	None	5/12/2014	None	4	4	0	4	3	None	LONG &amp; FOSTER - Rockville/King Farm	None	None	None	None	1	1	1	None	None	2184	7	Philip Piantone	10454.4	8345814	None	20904	169	None	1	1	Colonial	1988	369900
"2609 Chivalry Ct, Silver Spring, MD 20902"	None	9/9/2014	1	9	4	None	None	None	None	LONG &amp; FOSTER - White Oak/Silver Spring	None	None	None	None	None	1	1	1	75	1344	6	Top Producer AWS Customer	1350	8452096	None	20902	275	None	2	1	None	1990	369900
"3501 Woodlake Dr, Silver Spring, MD 20904"	None	8/19/2014	1	8	3	0	3	3	None	Keller Williams Select Realtors	None	None	Woodlake	79.5	2	1	1	1	94	1850	3	Robert Lucido	None	8435319	None	20904	200	None	2	1	Colonial	2014	369990
"1318 Canyon Rd, Silver Spring, MD 20904"	None	8/29/2014	None	4	4	3	1	None	None	Keller Williams Capital Properties	None	None	None	None	None	1	1	1	None	2200	1	Go Brent Team	8015	8443034	None	20904	168	None	1	1	None	1964	369999
"2126 Elm Tree Ln, Silver Spring, MD 20906"	None	5/27/2014	1	8	3	0	3	3	None	Infinity Realty &amp; Investment Group	None	None	None	None	1	1	1	None	115	1902	30	James Lee	1655	8359819	None	20906	195	None	2	1	None	1995	369999
"11715 Hatcher Pl, Silver Spring, MD 20902"	None	7/25/2014	None	6	5	3	2	None	None	CENTURY 21 Trademark Realty	None	None	None	None	None	1	1	1	None	900	14	Maria Marin	8146	8414533	None	20902	411	None	1	1	None	1951	369999
"2122 Wagon Trail Pl, Silver Spring, MD 20906"	None	9/11/2014	3	8	3	0	3	3	None	Tiber Creek Real Estate	None	None	None	None	1	1	1	None	115.71	2204	7	Piero Marinucci	1655	8454013	None	20906	168	None	2	None	Colonial	1994	370000
"3701 Munsey St, Silver Spring, MD 20906"	None	6/27/2014	None	9	5	1	4	None	None	"Metro Homes Realty, Inc."	None	None	None	None	None	1	1	None	None	1680	7	HELEN NGO	7754	8389292	None	20906	220	None	1	1	None	1956	370000
"1319 Gresham Rd, Silver Spring, MD 20904"	None	8/15/2014	None	None	4	3	1	None	None	"Metro Homes Realty, Inc."	None	None	None	None	None	1	1	None	None	1176	28	HELEN NGO	8015	8432204	None	20904	315	None	1	1	None	1965	370000
"1220 Blair Mill Rd Apt 1209, Silver Spring, MD 20910"	1	8/4/2014	4	4	2	2	0	None	None	Keller Williams Capital Properties	None	None	Mica Codm @ Silv	625.9	1	1	1	1	None	1020	60	Go Brent Team	None	8422901	1	20910	363	None	2	1	Contemporary	2006	370000
